count,groupMetadataID,start_time,end_time,nummsgs,filebase,folder,vehilceID,experimentID
95,837fc882-cb5a-11ee-909c-e1dc60cf66f9,1.69532E+18,1.69532E+18,843575,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695324094/20230921152134.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695324094/20230921152134.record.00000,OUPacifica,9
96,7fb7b9c0-c881-11ee-a7fc-dd032dba19e8,1.69584E+18,1.69584E+18,1892364,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1695836794/20230927134634.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1695836794/20230927134634.record.00000,OUPacifica,15
100,25641404-cb66-11ee-909c-e1dc60cf66f9,1.69593E+18,1.69593E+18,872434,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695927575/20230928145935.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695927575/20230928145935.record.00000,OUPacifica,16
102,5976b77a-a504-11ee-88ec-eb6a8d5269b4,1.69593E+18,1.69593E+18,2036131,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1695931464/20230928160424.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1695931464/20230928160424.record.00000,OUPacifica,17
103,2bc6ebb8-a529-11ee-88ec-eb6a8d5269b4,1.69627E+18,1.69627E+18,1800578,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696265320/20231002124840.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696265320/20231002124840.record.00000,OUPacifica,18
109,51ef6da6-ca9f-11ee-909c-e1dc60cf66f9,1.69644E+18,1.69644E+18,1753843,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696436542/20231004122222.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696436542/20231004122222.record.00000,OUPacifica,19
115,a6539bd2-cb72-11ee-909c-e1dc60cf66f9,1.69653E+18,1.69653E+18,896685,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696532161/20231005145601.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696532161/20231005145601.record.00000,OUPacifica,20
117,3d8020aa-cb7f-11ee-909c-e1dc60cf66f9,1.69653E+18,1.69653E+18,896788,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696533326/20231005151526.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696533326/20231005151526.record.00000,OUPacifica,21
118,7f09f6c6-a5b0-11ee-88ec-eb6a8d5269b4,1.69687E+18,1.69687E+18,1849953,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696869055/20231009123055.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696869055/20231009123055.record.00000,OUPacifica,22
119,8437f77a-cab7-11ee-909c-e1dc60cf66f9,1.69687E+18,1.69687E+18,1893059,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696871720/20231009131520.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696871720/20231009131520.record.00000,OUPacifica,23
123,271fee10-cb8b-11ee-909c-e1dc60cf66f9,1.69714E+18,1.69714E+18,834383,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697137664/20231012150744.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697137664/20231012150744.record.00000,OUPacifica,24
124,b31aca98-cb95-11ee-909c-e1dc60cf66f9,1.69714E+18,1.69714E+18,853441,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697138744/20231012152544.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697138744/20231012152544.record.00000,OUPacifica,25
125,f671c05c-a5e4-11ee-88ec-eb6a8d5269b4,1.69747E+18,1.69748E+18,1848299,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697473456/20231016122416.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697473456/20231016122416.record.00000,OUPacifica,26
126,853ef120-cad3-11ee-909c-e1dc60cf66f9,1.69748E+18,1.69748E+18,1914459,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697476525/20231016131525.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697476525/20231016131525.record.00000,OUPacifica,27
131,90101c36-a621-11ee-88ec-eb6a8d5269b4,1.69765E+18,1.69765E+18,1686049,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697647842/20231018125042.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697647842/20231018125042.record.00000,OUPacifica,28
132,d12cd1c4-caec-11ee-909c-e1dc60cf66f9,1.69765E+18,1.69765E+18,1802876,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697650385/20231018133305.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697650385/20231018133305.record.00000,OUPacifica,29
135,ed352100-cba0-11ee-909c-e1dc60cf66f9,1.69774E+18,1.69774E+18,867348,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697742077/20231019150117.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697742077/20231019150117.record.00000,OUPacifica,30
136,072ef896-cbac-11ee-909c-e1dc60cf66f9,1.69774E+18,1.69774E+18,867384,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697743021/20231019151701.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697743021/20231019151701.record.00000,OUPacifica,31
137,559495ca-d270-11ee-b437-336917683bb8,1.69808E+18,1.69808E+18,1935237,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698078445/20231023122725.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698078445/20231023122725.record.00000,OUPacifica,32
138,c338788a-d324-11ee-b437-336917683bb8,1.69808E+18,1.69808E+18,1890985,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698081075/20231023131115.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698081075/20231023131115.record.00000,OUPacifica,33
143,feaf2ba8-d28d-11ee-b437-336917683bb8,1.69825E+18,1.69825E+18,1897000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698251665/20231025123425.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698251665/20231025123425.record.00000,OUPacifica,34
144,c9c6856c-d33c-11ee-b437-336917683bb8,1.69825E+18,1.69826E+18,1868859,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698254838/20231025132718.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698254838/20231025132718.record.00000,OUPacifica,35
150,3c415ade-d353-11ee-b437-336917683bb8,1.69835E+18,1.69835E+18,846847,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698347206/20231026150646.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698347206/20231026150646.record.00000,OUPacifica,36
151,88b0613a-d35d-11ee-b437-336917683bb8,1.69835E+18,1.69835E+18,861350,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698348088/20231026152128.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698348088/20231026152128.record.00000,OUPacifica,37
272,a253145a-d2a6-11ee-b437-336917683bb8,1.70595E+18,1.70595E+18,2104931,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705951739/20240122142859.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705951739/20240122142859.record.00000,OUPacifica,38
273,787d9684-d2c2-11ee-b437-336917683bb8,1.70595E+18,1.70596E+18,1918581,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705954227/20240122151027.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705954227/20240122151027.record.00000,OUPacifica,39
280,9830d896-d2dc-11ee-b437-336917683bb8,1.7063E+18,1.7063E+18,2048925,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706299233/20240126150033.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706299233/20240126150033.record.00000,OUPacifica,40
281,286c70cc-d2f7-11ee-b437-336917683bb8,1.7063E+18,1.7063E+18,2146838,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706301712/20240126154152.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706301712/20240126154152.record.00000,OUPacifica,41
303,64737d98-d312-11ee-b437-336917683bb8,1.70691E+18,1.70691E+18,1433870,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706906620/20240202154340.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706906620/20240202154340.record.00000,OUPacifica,42
0,06cbdbc0-db4d-11ee-a158-97f8443fd730,0,1.6935E+18,1511247,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693493050/20230831110500.record.00034,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693493050/20230831110500.record.00034,Van1,1693493050
8,baf0e4be-bede-11ee-835b-599066b5eb60,1.68563E+18,1.68563E+18,1604864,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685632020/20230601110813.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685632020/20230601110813.record.00000,Van1,1685632020
9,6af236d6-d98f-11ee-a158-97f8443fd730,1.68564E+18,1.68564E+18,1657582,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685639100/20230601130818.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685639100/20230601130818.record.00000,Van1,1685639100
10,5afabc8c-f035-11ee-b966-fb353e7798cd,1.68565E+18,1.68565E+18,763435,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1685645040/20230601144626.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1685645040/20230601144626.record.00000,Van1,1685639100
12,39ba7438-d0d5-11ee-9435-f7e542e2436c,1.68927E+18,1.68927E+18,1721550,/Deployment_2_SEOhio/Blue Route/TRCVan1/1689270950/Van1_July13_bluev2f_auto_run1.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1689270950/Van1_July13_bluev2f_auto_run1.record.00000,Van1,1689270950
13,c0624e24-d9aa-11ee-a158-97f8443fd730,1.69048E+18,1.69048E+18,1564597,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690478153/20230727131843.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690478153/20230727131843.record.00000,Van1,1690478153
14,19b7ebd0-d9b7-11ee-a158-97f8443fd730,1.69048E+18,1.69048E+18,1579311,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690480064/20230727135045.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690480064/20230727135045.record.00000,Van1,1690480064
15,47561998-d9c3-11ee-a158-97f8443fd730,1.69048E+18,1.69048E+18,1646997,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690482007/20230727142227.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690482007/20230727142227.record.00000,Van1,1690482007
16,05c7c824-cab8-11ee-aa4d-1d66adf2f0c7,1.6909E+18,1.6909E+18,402467,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690899717/20230801102652.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690899717/20230801102652.record.00000,Van1,1690899717
17,2462c9d0-eecd-11ee-9385-ef789ffde1d3,1.6909E+18,1.69091E+18,1635768,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690903510/20230801112629.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690903510/20230801112629.record.00000,Van1,1690903510
18,94c53148-eeed-11ee-9385-ef789ffde1d3,1.69091E+18,1.69091E+18,1601232,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690908929/20230801125722.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690908929/20230801125722.record.00000,Van1,1690908929
19,88a68dd8-eef9-11ee-9385-ef789ffde1d3,1.69091E+18,1.69091E+18,1649632,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690911954/20230801134731.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690911954/20230801134731.record.00000,Van1,1690911954
25,86841630-d9d0-11ee-a158-97f8443fd730,1.6915E+18,1.69151E+18,918215,/Deployment_2_SEOhio/Blue Route/TRCVan1/1691504421/20230808102551.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1691504421/20230808102551.record.00000,Van1,1691504421
29,4ed017ee-ef05-11ee-9385-ef789ffde1d3,1.69152E+18,1.69152E+18,1674660,/Deployment_2_SEOhio/RedRoute/TRCVan1/1691518309/20230808141500.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1691518309/20230808141500.record.00000,Van1,1691518309
37,76683d3c-db18-11ee-a158-97f8443fd730,1.69228E+18,1.69228E+18,806998,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692282847/20230817103953.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692282847/20230817103953.record.00000,Van1,1692282847
38,3a2a78cc-db21-11ee-a158-97f8443fd730,1.69229E+18,1.69229E+18,958734,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692285096/20230817111424.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692285096/20230817111424.record.00000,Van1,1692285096
39,f9d62032-db2a-11ee-a158-97f8443fd730,1.69229E+18,1.69229E+18,791198,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692287361/20230817115343.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692287361/20230817115343.record.00000,Van1,1692287361
40,dc39aa14-db32-11ee-a158-97f8443fd730,1.6923E+18,1.6923E+18,1585731,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692297395/20230817143836.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692297395/20230817143836.record.00000,Van1,1692297395
41,e6d7d384-db40-11ee-a158-97f8443fd730,1.6923E+18,1.6923E+18,1473559,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692300020/20230817152142.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692300020/20230817152142.record.00000,Van1,1692300020
42,aa5dbcd2-ef10-11ee-9385-ef789ffde1d3,1.69237E+18,1.69237E+18,1419297,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692368703/20230818103132.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692368703/20230818103132.record.00000,Van1,1692368703
43,e7b934a8-ef1a-11ee-9385-ef789ffde1d3,1.69238E+18,1.69238E+18,1855751,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692377371/20230818125321.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692377371/20230818125321.record.00000,Van1,1692377371
44,85b6e70e-ef7a-11ee-b966-fb353e7798cd,1.69238E+18,1.69238E+18,1878405,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692380389/20230818134311.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692380389/20230818134311.record.00000,Van1,1692380389
45,219f7eb8-ef87-11ee-b966-fb353e7798cd,1.69238E+18,1.69239E+18,2166480,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692384057/20230818144735.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692384057/20230818144735.record.00000,Van1,1692384057
58,3d2d29ec-ef95-11ee-b966-fb353e7798cd,1.69332E+18,1.69332E+18,1359538,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693318866/20230829104411.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693318866/20230829104411.record.00000,Van1,1693318866
59,d3698592-ef9d-11ee-b966-fb353e7798cd,1.69333E+18,1.69333E+18,1609715,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693325330/20230829121122.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693325330/20230829121122.record.00000,Van1,1693325330
60,fd1ab258-efa7-11ee-b966-fb353e7798cd,1.69333E+18,1.69333E+18,1138800,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693332650/freq1_1.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693332650/freq1_1.record.00000,Van1,1693332650
61,8347b862-efad-11ee-b966-fb353e7798cd,1.69334E+18,1.69334E+18,1359985,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693335057/20230829145724.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693335057/20230829145724.record.00000,Van1,1693335057
62,68c289fa-dbd4-11ee-a158-97f8443fd730,1.6935E+18,1.6935E+18,1478300,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693497944/20230831121319.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693497944/20230831121319.record.00000,Van1,1693497944
63,8c57e8ac-dbec-11ee-a158-97f8443fd730,1.6935E+18,1.6935E+18,1447653,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693501873/20230831131352.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693501873/20230831131352.record.00000,Van1,1693501873
64,aa86a660-dc05-11ee-a158-97f8443fd730,1.69351E+18,1.69351E+18,1600877,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693507789/20230831145207.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693507789/20230831145207.record.00000,Van1,1693507789
65,69ab88ec-dc17-11ee-a158-97f8443fd730,1.69393E+18,1.69393E+18,586521,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693925337/20230905105653.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693925337/20230905105653.record.00000,Van1,1693925337
66,e2079a78-dc1d-11ee-a158-97f8443fd730,1.69393E+18,1.69393E+18,1377364,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693927674/20230905112938.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693927674/20230905112938.record.00000,Van1,1693927674
67,a17c1280-ea10-11ee-b297-3b0ad9d5d6c6,1.69393E+18,1.69393E+18,1610259,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693930650/20230905121909.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693930650/20230905121909.record.00000,Van1,1693930650
68,817d6848-efb6-11ee-b966-fb353e7798cd,1.69393E+18,1.69394E+18,1574176,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693934067/20230905131659.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693934067/20230905131659.record.00000,Van1,1693934067
69,be857244-efc0-11ee-b966-fb353e7798cd,1.69394E+18,1.69394E+18,1560301,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693936918/20230905140903.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693936918/20230905140903.record.00000,Van1,1693936918
70,fc211bb2-efca-11ee-b966-fb353e7798cd,1.69411E+18,1.69411E+18,1392877,/Deployment_2_SEOhio/RedRoute/TRCVan1/1694106141/20230907130406.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1694106141/20230907130406.record.00000,Van1,1694106141
71,ed7f2038-ea1e-11ee-b297-3b0ad9d5d6c6,1.69411E+18,1.69411E+18,1687333,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694110308/20230907141313.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694110308/20230907141313.record.00000,Van1,1694110308
73,40706f50-f03b-11ee-b96e-fb353e7798cd,1.69453E+18,1.69453E+18,916180,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694530022/20230912105416.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694530022/20230912105416.record.00000,Van1,1694530022
74,3a7dc9a6-f042-11ee-b974-fb353e7798cd,1.69453E+18,1.69453E+18,733317,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694532280/20230912112618.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694532280/20230912112618.record.00000,Van1,1694532280
75,ece2a8be-f047-11ee-b97d-fb353e7798cd,1.69453E+18,1.69453E+18,717390,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694533929/20230912115359.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694533929/20230912115359.record.00000,Van1,1694533929
76,8adb6498-f04d-11ee-b981-fb353e7798cd,1.69453E+18,1.69454E+18,759935,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694534890/20230912120914.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694534890/20230912120914.record.00000,Van1,1694534890
77,3ec95686-f053-11ee-b988-fb353e7798cd,1.69454E+18,1.69454E+18,706587,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694541382/20230912140006.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694541382/20230912140006.record.00000,Van1,1694541382
78,cf7148d8-f058-11ee-b98a-fb353e7798cd,1.69454E+18,1.69454E+18,699551,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694542999/20230912142607.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694542999/20230912142607.record.00000,Van1,1694542999
79,7f824ea2-f05e-11ee-b993-fb353e7798cd,1.69454E+18,1.69455E+18,724020,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694544542/20230912145112.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694544542/20230912145112.record.00000,Van1,1694544542
81,20cbfe8c-ea2b-11ee-b297-3b0ad9d5d6c6,1.69471E+18,1.69471E+18,1784455,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694706909/20230914115732.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694706909/20230914115732.record.00000,Van1,1694706909
82,3ea96640-ea37-11ee-b297-3b0ad9d5d6c6,1.69471E+18,1.69471E+18,1620150,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694709875/20230914124843.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694709875/20230914124843.record.00000,Van1,1694709875
85,57d240d6-ea4d-11ee-b297-3b0ad9d5d6c6,1.69472E+18,1.69472E+18,1902498,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694719259/20230914152305.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694719259/20230914152305.record.00000,Van1,1694719259
87,01e65360-efd4-11ee-b966-fb353e7798cd,1.69514E+18,1.69514E+18,1597689,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695139554/20230919120947.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695139554/20230919120947.record.00000,Van1,1695139554
88,1b6aca0e-efdf-11ee-b966-fb353e7798cd,1.69515E+18,1.69515E+18,1577642,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695147555/20230919142543.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695147555/20230919142543.record.00000,Van1,1695147555
89,72a03d4a-efe9-11ee-b966-fb353e7798cd,1.69515E+18,1.69515E+18,1506107,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695149842/20230919145613.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695149842/20230919145613.record.00000,Van1,1695149842
91,82d39c74-ea59-11ee-b297-3b0ad9d5d6c6,1.69531E+18,1.69531E+18,1280633,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695308968/20230921111141.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695308968/20230921111141.record.00000,Van1,1695308968
92,b76f33be-ea61-11ee-b297-3b0ad9d5d6c6,1.69531E+18,1.69531E+18,674245,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695312076/20230921120821.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695312076/20230921120821.record.00000,Van1,1695312076
93,17876fec-ea66-11ee-b297-3b0ad9d5d6c6,1.69531E+18,1.69532E+18,1664056,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695314661/20230921124925.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695314661/20230921124925.record.00000,Van1,1695314661
94,5fcc4fd8-ea71-11ee-b297-3b0ad9d5d6c6,1.69532E+18,1.69532E+18,1692946,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695321688/20230921144243.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695321688/20230921144243.record.00000,Van1,1695321688
